,test_condition,accuracy,agent,cotN,concept
8883,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++skateboard
8884,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++skateboard
8885,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++skateboard
8886,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++skateboard
8887,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++skateboard
8888,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++skis
8889,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++skis
8890,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++skis
8891,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++skis
8892,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++snowboard
8893,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++snowboard
8894,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++snowboard
8895,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++snowboard
8896,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++snowboard
8897,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++snowboard
8898,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++snowboard
8899,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++snowboard
8900,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++snowboard
8901,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++snowboard
8902,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++surfboard
8903,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++surfboard
8904,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,jump++surfboard
8905,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,jump++surfboard
8906,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kick++sports_ball
8907,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,kick++sports_ball
8908,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kick++sports_ball
8909,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kick++sports_ball
8910,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kick++sports_ball
8911,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kick++sports_ball
8912,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kick++sports_ball
8913,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,kick++sports_ball
8914,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kick++sports_ball
8915,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kick++sports_ball
8916,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kiss++dog
8917,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,kiss++dog
8918,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kiss++dog
8919,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,kiss++dog
8920,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kiss++dog
8921,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,kiss++dog
8922,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kiss++dog
8923,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,kiss++dog
8924,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kiss++dog
8925,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,kiss++dog
8926,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kiss++person
8927,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kiss++person
8928,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kiss++person
8929,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kiss++person
8930,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,kiss++person
8931,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,kiss++person
8932,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kiss++person
8933,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kiss++person
8934,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kiss++person
8935,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,kiss++person
8936,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,lick++knife
8937,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,lick++knife
8938,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,lick++knife
8939,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,lick++knife
8940,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,lick++knife
8941,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,lick++knife
8942,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,lick++knife
8943,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,lick++knife
8944,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lick_or_sip++spoon
8945,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,lick_or_sip++spoon
8946,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lick_or_sip++spoon
8947,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lick_or_sip++spoon
8948,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lick_or_sip++spoon
8949,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,lick_or_sip++spoon
8950,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,lick_or_sip++spoon
8951,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,lick_or_sip++spoon
8952,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on++bed
8953,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,lie_on++bed
8954,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on++bed
8955,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,lie_on++bed
8956,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on++bed
8957,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on++bed
8958,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,lie_on++bed
8959,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,lie_on++bed
8960,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,lie_on++bed
8961,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on++bed
8962,test_unseen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,lie_on++bench
8963,test_unseen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,lie_on++bench
8964,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on++bench
8965,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on++bench
8966,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,lie_on++bench
8967,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on++bench
8968,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on++bench
8969,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on++bench
8970,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on++bench
8971,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,lie_on++bench
8972,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on++couch
8973,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,lie_on++couch
8974,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on++couch
8975,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,lie_on++couch
8976,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on++couch
8977,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,lie_on++couch
8978,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on++couch
8979,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,lie_on++couch
8980,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,lie_on++couch
8981,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,lie_on++couch
8982,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on++surfboard
8983,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on++surfboard
8984,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on_like++chair
8985,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on_like++chair
8986,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on_like++chair
8987,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on_like++chair
8988,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on_like++chair
8989,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on_like++chair
8990,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on_like++chair
8991,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on_like++chair
8992,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on_like++chair
8993,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,lie_on_like++chair
8994,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,make++vase
8995,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,make++vase
8996,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,milk++cow
8997,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,milk++cow
8998,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,open++refrigerator
8999,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,open++refrigerator
9000,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,open++refrigerator
9001,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,open++refrigerator
9002,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,peel++banana
9003,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,peel++banana
9004,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,peel++banana
9005,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,peel++banana
9006,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,peel++banana
9007,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,peel++banana
9008,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,peel++banana
9009,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,peel++banana
9010,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,peel++orange
9011,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,peel++orange
9012,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,peel_or_cut++apple
9013,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,peel_or_cut++apple
9014,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,peel_or_cut++apple
9015,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,peel_or_cut++apple
9016,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,peel_or_cut++apple
9017,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,peel_or_cut++apple
9018,test_unseen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,peel_or_cut++apple
9019,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,peel_or_cut++apple
9020,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,peel_or_cut++apple
9021,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,peel_or_cut++apple
9022,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pet++cat
9023,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,pet++cat
9024,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pet++dog
9025,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,pet++dog
9026,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pet++dog
9027,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,pet++dog
9028,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pet++dog
9029,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pet++dog
9030,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pet++dog
9031,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,pet++dog
9032,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pet++dog
9033,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pet++dog
9034,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pet++sheep
9035,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,pet++sheep
9036,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pet++sheep
9037,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,pet++sheep
9038,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pick++apple
9039,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pick++apple
9040,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pick++apple
9041,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pick++apple
9042,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pick++apple
9043,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pick++apple
9044,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pick++apple
9045,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pick++apple
9046,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pick++apple
9047,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,pick++apple
9048,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,point_at_camera++remote
9049,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,point_at_camera++remote
9050,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,point_at_camera++remote
9051,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,point_at_camera++remote
9052,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,point_at_camera++remote
9053,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,point_at_camera++remote
9054,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,point_at_camera++remote
9055,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,point_at_camera++remote
9056,test_unseen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,point_at_camera++remote
9057,test_unseen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,point_at_camera++remote
9058,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,push++motorcycle
9059,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,push++motorcycle
9060,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,push++motorcycle
9061,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,push++motorcycle
9062,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,push++motorcycle
9063,test_seen_obj_unseen_act,,gpt-4-vision-preview,chain_of_thought3,push++motorcycle
9064,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,push++motorcycle
9065,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,push++motorcycle
9066,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,push++motorcycle
9067,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,push++motorcycle
9068,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,read++laptop
9069,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,read++laptop
9070,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,read++laptop
9071,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,read++laptop
9072,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,read++laptop
9073,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,read++laptop
9074,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,read++laptop
9075,test_seen_obj_unseen_act,0.0,gpt-4-vision-preview,chain_of_thought3,read++laptop
9076,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,read++laptop
9077,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,read++laptop
9078,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,release++bird
9079,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,release++bird
9080,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,repair++bicycle
9081,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,repair++bicycle
9082,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,repair++bicycle
9083,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,repair++bicycle
9084,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,repair++bicycle
9085,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,repair++bicycle
9086,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,repair++bicycle
9087,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,repair++bicycle
9088,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,repair++bicycle
9089,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,repair++bicycle
9090,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,repair++laptop
9091,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,repair++laptop
9092,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,repair++laptop
9093,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,repair++laptop
9094,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++bicycle
9095,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++bicycle
9096,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++bicycle
9097,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,ride++bicycle
9098,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++bicycle
9099,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,ride++bicycle
9100,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++bicycle
9101,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++bicycle
9102,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++bicycle
9103,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++bicycle
9104,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++boat
9105,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++boat
9106,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++elephant
9107,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++elephant
9108,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++elephant
9109,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++elephant
9110,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++elephant
9111,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++elephant
9112,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++elephant
9113,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++elephant
9114,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++elephant
9115,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++elephant
9116,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++motorcycle
9117,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,ride++motorcycle
9118,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,ride++motorcycle
9119,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,ride++motorcycle
9120,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++motorcycle
9121,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,ride++motorcycle
9122,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,ride++motorcycle
9123,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,ride++motorcycle
9124,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,ride++motorcycle
9125,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++motorcycle
9126,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++skateboard
9127,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++skateboard
9128,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++skateboard
9129,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++skateboard
9130,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++skateboard
9131,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,ride++skateboard
9132,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,ride++skateboard
9133,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++skateboard
9134,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++skateboard
9135,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,ride++skateboard
9136,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,ride++skis
9137,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,ride++skis
9138,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++skis
9139,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++skis
9140,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++skis
9141,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++skis
9142,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,ride++skis
9143,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,ride++skis
9144,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,ride++skis
9145,test_seen_obj_seen_act,,gpt-4-vision-preview,chain_of_thought3,ride++skis
9146,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++snowboard
9147,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,ride++snowboard
9148,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++snowboard
9149,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,ride++snowboard
9150,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++snowboard
9151,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,ride++snowboard
9152,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++snowboard
9153,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,ride++snowboard
9154,test_seen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++snowboard
9155,test_seen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,ride++snowboard
9156,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++surfboard
9157,test_unseen_obj_seen_act,0.0,gpt-4-vision-preview,chain_of_thought3,ride++surfboard
9158,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++surfboard
9159,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++surfboard
9160,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++surfboard
9161,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++surfboard
9162,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++surfboard
9163,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++surfboard
9164,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++surfboard
9165,test_unseen_obj_seen_act,1.0,gpt-4-vision-preview,chain_of_thought3,ride++surfboard
9166,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,row++boat
9167,test_seen_obj_unseen_act,1.0,gpt-4-vision-preview,chain_of_thought3,row++boat
